unit_id,time,treated,post,treat_post,x1,x2,y
1,1,0,0,0,1.191142953088865,0.2627492251471385,3.9224805063592383
1,2,0,0,0,-1.7445859869741926,0.9274384815581808,2.5294861942271494
1,3,0,0,0,-1.110430684414478,-0.47152480744994896,3.375549698351602
1,4,0,0,0,0.05246679835624363,-0.292171185803555,3.835986880820564
1,5,0,0,0,-0.25197737820688537,0.15256251210246857,5.42532492422631
1,6,0,1,0,-2.5666584409312976,-0.23685026450968424,3.48982867422704
1,7,0,1,0,0.2959939896870995,-0.37191458132128985,3.328439980728691
1,8,0,1,0,0.32799548371410964,1.727350214164185,3.2375216666589974
1,9,0,1,0,0.8638280136981883,-0.3285252231228939,5.8947376219244525
1,10,0,1,0,-1.052898510703949,-0.33445617235587666,6.5995225850210835
2,1,0,0,0,0.582655241987707,1.732311605409944,2.9396994886283254
2,2,0,0,0,0.4390866789295762,1.743934526167792,2.426009600632511
2,3,0,0,0,0.8279881767970589,-0.29657095353470836,3.1601646505979084
2,4,0,0,0,-0.6974238233002769,0.989583934594853,1.0667627451363018
2,5,0,0,0,0.7823503424176613,-0.19065105750515945,4.810271042207459
2,6,0,1,0,0.7508689887312598,1.8206461576468016,4.1506687984899955
2,7,0,1,0,-1.5720402556532407,-0.06695317289820084,1.9527120917277854
2,8,0,1,0,-0.5182798423662747,1.5112284332767216,4.115678820011304
2,9,0,1,0,-0.6989304285787463,-1.013717366440399,4.478085548798768
2,10,0,1,0,-1.2165601493811278,-0.6711402773965811,4.695724940359416
3,1,0,0,0,1.1553120361066962,0.6087614722244398,0.8605133053453278
3,2,0,0,0,0.3043667290302598,0.07203357323257792,3.6012388154754613
3,3,0,0,0,1.6162096816512073,-2.063238276804743,4.192748136233332
3,4,0,0,0,0.5909063227933546,-1.5815943994539423,5.902655766843781
3,5,0,0,0,0.3683566127006584,0.846583985843404,3.316034686632925
3,6,0,1,0,0.8137636899662105,1.0684715559890383,4.675993635880974
3,7,0,1,0,0.23440089269869593,0.2703432392817259,3.8295274473828598
3,8,0,1,0,-0.14752868024035293,-0.1525225324523588,5.312161521526438
3,9,0,1,0,0.9998242469102946,-1.0585360819784093,5.949239155286504
3,10,0,1,0,1.4814555476589732,-0.7435882288125641,5.698329462740346
4,1,0,0,0,0.20230619183119358,0.8443851904853201,1.4973376532640088
4,2,0,0,0,1.3289605904369892,0.8567939825665268,3.187336226271947
4,3,0,0,0,0.5541165013240933,2.327653100346085,1.6116746906255255
4,4,0,0,0,-2.003522292066514,1.604254361517141,0.5973371734881239
4,5,0,0,0,0.10788044434303304,1.309550684860527,0.8968895345877819
4,6,0,1,0,-1.2516472141061394,-1.6012779371188537,2.2984975429905115
4,7,0,1,0,0.43963660601699356,0.524187842812771,3.8769101884265678
4,8,0,1,0,-1.4127658838923665,-2.310103436632644,3.879075733367341
4,9,0,1,0,-0.47177603363833576,0.45938577171661177,4.4663239368204675
4,10,0,1,0,0.13824143205868192,0.7601330853758538,4.508366223465001
5,1,0,0,0,0.5300647056014667,-0.7046732628698824,2.233769071265168
5,2,0,0,0,0.19677609665695725,0.8205284754174188,1.6954344869136093
5,3,0,0,0,0.5211672557321126,-0.265838791915379,2.7597392515474684
5,4,0,0,0,0.829519042024073,-1.993060371054156,2.5531514576884504
5,5,0,0,0,-1.4821853974428207,-2.3336161198483047,2.417673850512833
5,6,0,1,0,0.7494338997277404,-0.28488406638257474,4.1949184051554225
5,7,0,1,0,1.0892174967107926,1.3276861322676916,3.9141111273838773
5,8,0,1,0,1.3535858895693973,0.09212665843410921,3.948702876861931
5,9,0,1,0,-0.5944003521987352,-1.4805365125650163,3.6957730773714133
5,10,0,1,0,-0.35801668807442916,0.8035850193786016,6.037632134750117
6,1,0,0,0,-1.38218151537704,0.39282746825991893,0.06877916867764089
6,2,0,0,0,0.47469708846320197,-0.1310866506877266,0.6640308195920595
6,3,0,0,0,0.9282969915684843,-0.605000712808731,2.6300105772549776
6,4,0,0,0,-1.06975241128969,-0.6542832766875555,2.9075613240580096
6,5,0,0,0,-0.18924434093640552,0.32866200228248105,3.286963188777568
6,6,0,1,0,1.320661655528167,-0.3427861508643793,2.8045709621793367
6,7,0,1,0,1.067222416571983,-0.3314881720972547,5.565912210494215
6,8,0,1,0,0.3833771131824704,-0.13113753020334493,4.698067815700204
6,9,0,1,0,1.9510125601262995,2.076980529053753,4.840055362481473
6,10,0,1,0,0.1601905933170753,1.0762401574663856,3.629824322652946
7,1,0,0,0,0.3330703726182551,-0.0258628479538564,1.5923626065637984
7,2,0,0,0,-0.8333688059494058,-1.589567493308969,-0.6086372365623438
7,3,0,0,0,-1.1173841129896078,-0.458675284939333,0.9898792967491945
7,4,0,0,0,1.9372311624295169,1.1059933699072981,1.678886808311902
